file,true,pred,confidence,severity_score,severity_level
pothole1_color.jpg,potholes,potholes,0.9269696474075317,0.00999755859375,Low
pothole1_exp.jpg,potholes,potholes,0.9996707439422607,0.00707275390625,Low
pothole1_motion.jpg,potholes,potholes,0.999639630317688,0.00394287109375,Low
pothole1_rot1.jpg,potholes,potholes,0.9996032118797302,0.00814697265625,Low
pothole1_rot2.jpg,potholes,potholes,0.9994372725486755,0.01766845703125,Low
pothole1_rot3.jpg,potholes,potholes,0.9985263347625732,0.0117138671875,Low
pothole1_scale.jpg,potholes,potholes,0.9998723268508911,0.02469482421875,Moderate
pothole1_sharp.jpg,potholes,potholes,0.9222716093063354,0.01014892578125,Low
pothole3.jpg,potholes,potholes,0.97966468334198,0.00236083984375,Low
pothole3_color.jpg,potholes,potholes,0.999589741230011,0.00236572265625,Low
pothole3_exp.jpg,potholes,potholes,0.9980280995368958,0.03080810546875,Moderate
pothole3_motion.jpg,potholes,potholes,0.7260161638259888,0.01924072265625,Low
pothole3_rot1.jpg,potholes,potholes,0.9812077283859253,0.10162109375,Severe
pothole3_rot2.jpg,potholes,potholes,0.9963611960411072,0.0106640625,Low
pothole3_rot3.jpg,potholes,potholes,0.9972180128097534,0.01394287109375,Low
pothole3_scale.jpg,potholes,potholes,0.999416708946228,0.0021630859375,Low
pothole3_sharp.jpg,potholes,potholes,0.9811539053916931,0.0483935546875,Moderate
pothole_.jpg,potholes,potholes,0.9998924732208252,0.0393310546875,Moderate
pothole_color.jpg,potholes,potholes,0.9961453676223755,0.0309375,Moderate
pothole_exp.jpg,potholes,potholes,0.9993521571159363,0.01966796875,Low
pothole_motion.jpg,potholes,alligator_crack_issues,0.48233121633529663,0.06025634765625,Moderate
pothole_rot1.jpg,potholes,potholes,0.998484194278717,0.002392578125,Low
pothole_rot2.jpg,potholes,potholes,0.998456597328186,0.0081982421875,Low
pothole_rot3.jpg,potholes,potholes,0.9963661432266235,0.03953369140625,Moderate
pothole_scale.jpg,potholes,potholes,0.9993131160736084,0.039677734375,Moderate
pothole_sharp.jpg,potholes,potholes,0.9206218719482422,0.007568359375,Low
pothole__color.jpg,potholes,potholes,0.9996604919433594,0.00445556640625,Low
pothole__exp.jpg,potholes,potholes,0.9692543148994446,0.05028564453125,Moderate
pothole__motion.jpg,potholes,potholes,0.9996589422225952,0.00810791015625,Low
pothole__rot1.jpg,potholes,potholes,0.9997687935829163,0.03707763671875,Moderate
pothole__rot2.jpg,potholes,potholes,0.9999792575836182,0.07576904296875,Moderate
pothole__rot3.jpg,potholes,potholes,0.9999315738677979,0.0271044921875,Moderate
pothole__scale.jpg,potholes,potholes,0.9999854564666748,0.0054150390625,Low
pothole__sharp.jpg,potholes,ravelling,0.5394484996795654,0.0350244140625,Moderate
